band_name,corrected_band_name,average_price,mbid,listeners,playcount,actual_known_cost?,bio_intro,image_url
Taio Cruz,Taio Cruz,"$105,000",ba7d2626-38ce-4859-8495-bdb5732715c4,1488664,16419509,TRUE,"Taio Cruz (pronounced Tie-oh Cruise) (born 23 April 1980 as Adetayo Ayowale Onile-Ere) is a Brit Award winning and MOBO-nominated English singer-songwriter, occasional rapper, and music producer.In 2008 he released his debut album Departure which he arranged and produced himself. In October 2009, he released his follow up album Rokstarr which includes his number one single ""Break Your Heart"". In between the two albums and at present, Cruz has been working on productions and writing songs for Cheryl Cole, Brandy and the Sugababes. <a href=""https://www.last.fm/music/Taio+Cruz"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/324c83eb1491496f82124a551f7ed60a.png
Taking Back Sunday,Taking Back Sunday,"$62,500",350bce49-c21b-4137-b50a-0766ded07e4d,1231735,49699121,TRUE,"Taking Back Sunday are an alternative rock band originally formed in Long Island, New York in 1999. The band has gone through several lineup changes. Their first release came in 2001 with the Taking Back Sunday EP, and featured Antonio Longo on vocals, John Nolan on guitar and backing vocals, Eddie Reyes on guitar (the original founder of the band), Jesse Lacey, Adam Lazzara and Mark O'Connell replaced Stevie D) they released the follow-up album Tell All Your Friends, which was produced by Sal Villaneuva. <a href=""https://www.last.fm/music/Taking+Back+Sunday"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/443b8c0c5b3e48f493dbb38576b3b9e0.png
The Civil Wars,The Civil Wars,"$92,500",91dad7e7-0bf6-47e8-bd42-ef1fac32c729,633986,11803675,TRUE,"The Civil Wars were an American musical duo composed of singer-songwriters Joy Williams and John Paul White. After releasing a live-performance album and a four-song EP, their full-length album Barton Hollow was released in 2011. The band won the Grammy Award for Best Country Duo/Group Performance and Best Folk Album in 2012. Williams and White met in 2008, during a song-writing session or ""writing camp"" at a music studio in Nashville, Tennessee. <a href=""https://www.last.fm/music/The+Civil+Wars"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/a49c50daf2794015a73f17d8d546584c.png
The Roots,The Roots,"$70,000",a9667e1a-cc53-412e-ae6d-72e24b79cfa8,1368021,37732217,TRUE,"The Roots, also known as The Legendary Roots Crew, The Square Roots and The Foundation, are an influential, Grammy winning hip hop group based out of Philadelphia, Pennsylvania, famed for a heavily jazzy sound and live instrumentation. Inspired by the ""hip-hop band"" concept pioneered by Stetsasonic, the Roots themselves have garnered critical acclaim and influenced later hip-hop and R&B acts.The Roots' original lineup included Black Thought (MC vocals) and Ahmir ""?uestlove"" Thompson (drums) <a href=""https://www.last.fm/music/The+Roots"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/eed510135b1d44d3a5e5044ddb7012f5.png
The Wanted,The Wanted,"$105,000",bcb16f22-b064-4b80-b3a3-c824bccdbab1,720238,12361135,TRUE,"There is more than one band called the Wanted:1) a British boy-band formed in 20092) a Russian psycho-rockabilly trio from Smolensk3) an American garage rock from Detroit active from the mid-60s to mid-70s4) French punk band5) Dancehall band1. The Wanted is a British boy-band consisting of Jay McGuinness (born 24 July 1990) from Nottingham, Max George (born 6 September 1988) from Manchester, Nathan Sykes (born 18 April 1993) from Gloucester <a href=""https://www.last.fm/music/The+Wanted"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/2c6f8b08966c4065898cbb4e92517f01.png
Third Eye Blind,Third Eye Blind,"$70,000",92a42e82-b36f-4308-82c1-68bad2e03c89,1139347,24656466,TRUE,"Third Eye Blind is a rock band formed in the mid 1990s in San Francisco, California. The original members were Stephan Jenkins (singer, songwriter, electric guitar), Kevin Cadogan (guitar), Adrian Burley (drums), and Jason Slater (bass guitar). The band's original line-up changed several times before the release of the group's debut album, and again shortly after the release of the band's second album Blue ã®´ã®´ã®´ at which point the band's main guitarist <a href=""https://www.last.fm/music/Third+Eye+Blind"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/807bd946b4544069a08537edbc02fd56.png
Three Days Grace,Three Days Grace,"$87,500",fabb37f8-eb2a-4cc1-a72a-b56935bbb72d,2220436,81386462,TRUE,"Three Days Grace is a Canadian rock band, formed under the name Groundswell in Norwood, Ontario, Canada in 1992. After a breakup in 1995, the band reformed in 1997 under its current name and with a line-up consisting of guitarist and lead vocalist Adam Gontier, drummer and backing vocalist Neil Sanderson, and bassist Brad Walst. In 2003, Barry Stock was recruited as the band's lead guitarist.After signing to Jive Records, Three Days Grace released two studio albums <a href=""https://www.last.fm/music/Three+Days+Grace"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/99963f86acbb4fd5b7da08912a58d0e0.png
Tori Amos,Tori Amos,"$75,000",c0b2500e-0cef-4130-869d-732b23ed9df5,1269470,56697187,TRUE,"Tori Amos (born Myra Ellen Amos on 22 August 1963 in Newton, North Carolina, United States) is an American pianist and singer-songwriter.Having already begun composing instrumental pieces on piano, Amos won a full scholarship to the Peabody Institute at Johns Hopkins University, the youngest person ever to have been admitted, at age five. She was expelled at age eleven for, in her own words, insisting on playing by ear and because of her interest in popular rock music. <a href=""https://www.last.fm/music/Tori+Amos"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/569debcde41e4ba9b081bdd725d7bd2c.png
Travis Tritt,Travis Tritt,"$87,500",615caab0-9cc2-4c24-9667-f46894be726e,278851,1892871,TRUE,"James Travis Tritt (born February 9, 1963) is an American country music singer. He now resides in Hiram, Georgia off Travis Tritt Highway.Tritt was born in Marietta, Georgia to James and Gwen Tritt. At age 3, he received his first guitar from his father. By 22, he had been through two divorces and had committed himself entirely to his music career. He has been a member of the Grand Ole Opry since 1992. Today, he and wife Theresa have three children: Tyler Reese (born February 18 <a href=""https://www.last.fm/music/Travis+Tritt"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/d41ef02b304249dea3183d07eb4fa5f7.png
Trey Songz,Trey Songz,"$92,500",4d7304f6-7fe3-4959-9d98-01a5af84afe6,1357032,16642443,TRUE,"Tremaine Aldon Neverson (born November 28, 1984 in Petersburg, Virginia, USA), better known by his stage name Trey Songz, is a Grammy award nominated American singer, producer and actor. After releasing many mixtapes under the name Prince of Virginia he signed to Atlantic Records in 2005 and released his debut album I Gotta Make It. His second album, Trey Day, was released in 2007 and earned him a Grammy nomination. His latest album, Ready, was released in September 2009 and debuted at #3 on the Billboard 200. <a href=""https://www.last.fm/music/Trey+Songz"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/224f8b2b098589807fda2ffb9fa03c43.png
Trisha Yearwood,Trisha Yearwood,"$87,500",0be325a6-3c6d-4e3a-97ed-e59539b1014f,234688,1958656,TRUE,"Trisha Yearwood (born September 19, 1964) is a three-time Grammy-winning American country music singer. She cites Linda Ronstadt as her biggest influence, and Ronstadt's sound and vocal stylings are clearly apparent in Yearwood's music. Other influences include Emmylou Harris, Patsy Cline, and Elvis Presley.Patricia Lynn Yearwood was born in Monticello, Georgia to Jack and Gwen Yearwood, and developed her musical talent in Nashville, Tennessee, where she interned as a receptionist for the local company MTM Records.  <a href=""https://www.last.fm/music/Trisha+Yearwood"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/e475fdaf9268481cbb97cedd0e237655.png
Tyga,Tyga,"$50,000",ce09ea31-3d4a-4487-a797-e315175457a0,1500375,13141346,TRUE,"Michael Stevenson (born November 19, 1989 in Compton, California), better known by his stage name Tyga, is an American hip hop artist signed to Lil Wayne's Young Money Entertainment and Decaydance. He is the cousin of Travis McCoy, lead vocalist of the group Gym Class Heroes. In 2006 he released his first mixtape, Young on Probation, and released his debut studio album, No Introduction, in 2008. He has since released a further mixtapes, with the latest being Well Done 3, released in the summer of 2012.. <a href=""https://www.last.fm/music/Tyga"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/3baf7b3269dfdb3d4755d0272ecf916d.png
"Tyler, The Creator","Tyler, the Creator","$50,000",f6beac20-5dfe-4d1f-ae02-0b0a740aafd6,683609,35499212,TRUE,"Tyler Okonma (born March 6, 1991) is Tyler, The Creator, an American rapper, record producer, director, fashion designer, and the head of his own independent record label, Odd Future Records. He is the leader of Los Angeles, California, USA hip-hop collective Odd Future Wolf Gang Kill Them All (OFWGKTA). Since his first recordings debuted on The Odd Future Tape in 2007, he has rapped on, and produced for, nearly every OFWGKTA release. Tyler, The Creator is Okonma's most commonly used alias <a href=""https://www.last.fm/music/Tyler,+the+Creator"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/23493e1a95e06c455326fa995af3fe50.png
Wale,Wale,"$50,000",e34e41f2-f480-45d3-8190-a3ce5ab34fab,1385089,14975820,TRUE,"Olubowale Victor Akintimehin Folarin (born September 21, 1984 in Washington, D.C.), better known by his stage name Wale, is an American rapper and producer. Fusing DC's homegrown go-go genre with a streetwise Northern hip-hop sensibility, he takes samples from all genres and blends them together with lyrical dexterity. In 2005 he released his debut mixtape, Paint a Picture, and has since released four more. His debut album, released by Interscope, Attention Deficit, was released November 10, 2009. <a href=""https://www.last.fm/music/Wale"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/3ffd0192b2e347a68a55b2e0e39a1784.png
Wyclef,Wyclef,"$85,000",,0,0,TRUE," <a href=""https://www.last.fm/music/+noredirect/Wyclef"">Read more on Last.fm</a>",
Young Jeezy,Young Jeezy,"$87,500",dcad99e7-3c3e-4c78-bf8a-68203e17da48,1553329,15983812,TRUE,"Jay Jenkins (born October 12, 1977 in Columbia, South Carolina), better known by his stage name Young Jeezy, formerly Lil J, is an American rapper and actor signed to Def Jam Records. In 2001 he released his solo debut album Thuggin' Under the Influence, under the name Lil J, which featured production from Lil Jon. In 2004 he signed with Bad Boy Records and joined the group Boyz N Da Hood, whose self-titled album was released in June 2005. In 2005 he released his major label debut, Let's Get It: Thug Motivation incarcerated.  <a href=""https://www.last.fm/music/Young+Jeezy"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/6dc3a1ffc535451787fa2348c38a23fc.png
Young The Giant,Young the Giant,"$85,000",7fe96b15-5608-430e-ad25-77a01353c5d9,763973,14086494,TRUE,"Young the Giant are an American alternative rock band who formed in Irvine, California in 2004. The band consists of Sameer Gadhia (vocals, percussion), Jacob Tilley (guitar), Eric Cannata (guitar), Payam Doostzadeh (bass) and Franﬁœois Comtois (drums). The band's name is purposefully nonsensical; Gadhia explained it as a ""leftfield idea"" meant to evoke curiosity.The band released their debut self-titled album, Young the Giant, on 25 January 2011, which was preceded by a digital-only release in October 2010. <a href=""https://www.last.fm/music/Young+the+Giant"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/91ce30742a9e72f6154610932f9847d1.png
Ziggy Marley,Ziggy Marley,"$87,500",7c09d8af-895a-4337-bb46-b4b6dcabff10,582653,4856375,TRUE,"David Nesta ""Ziggy"" Marley (born October 17, 1968 in Saint Ann Parish, ghetto of Trenchtown, Jamaica), composer, singer and guitarist, is a multiple Grammy-winning (reggae) Jamaican musician. He is known for songs like ""Tomorrow People"", ""Love Is My Religion"" and ""A Lifetime"", He is the oldest son in the marriage between the singer Rita Anderson (Marley) and late legendary reggae[/tag [artist]Bob Marley. David's father Bob nicknamed him ""Ziggy"". A ziggy is a big marijuana spliff  on Jamaiaca. <a href=""https://www.last.fm/music/Ziggy+Marley"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/78fdfa9d7e424ea792717f2a83d98287.png
2 Door Cinema Club,unknown,"$45,000",unknown,0,0,TRUE,unknown,unknown
30 Seconds to Mars,30 Seconds to Mars,"$45,000",d8354b38-e942-4c89-ba93-29323432abc3,2322407,113172658,TRUE,"Founded in 1998 in Los Angeles, California, United States by Jared Leto and his brother, Shannon, 30 Seconds to Mars initially began as a small family project. Matt Wachter later joined the band as bassist and keyboard player. After working with a number of guitarists (including Kevin Drake and Solon Bixler), the band auditioned Tomo Miliã®´ã®´eviã®´ã®´ to complete the band's official roster. After Wachter's departure from the band in 2006, the Leto brothers and Miliã®´ã®´eviã®´ã®´ continue on as a trio with additional touring members <a href=""https://www.last.fm/music/30+Seconds+to+Mars"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/c94739c446a4ce6bd838db8c683fe359.png
38 Special,38 Special,"$40,000",2a078e98-9360-48cd-b49c-6eac987b3d92,0,0,TRUE,"Correct tag for the band commonly but incorrectly listed as .38 Special.  <a href=""https://www.last.fm/music/+noredirect/38+Special"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/7dce46d432f847daba56979e3826d5b1.png
3OH!3,3OH!3,"$45,000",125948ec-7f91-4d1a-8b83-accbf50fae3d,925262,28723827,TRUE,"3OH!3 is an American electronica group from Boulder, Colorado, named after the 303 area code which covers Boulder, Aurora and the Denver metropolitan area. Formed in 2004, Sean Foreman and Nathaniel Motte were inspired by the hip-hop electronic scene and Foreman invited Motte to mix some beats and hang out with him. They released their self-titled debut album in 2007, but it was not a commercial success. Their second album, Want, was released in July <a href=""https://www.last.fm/music/3OH%213"">Read more on Last.fm</a>",https://lastfm-img2.akamaized.net/i/u/300x300/b124fce2bd6346ffc68ec5a7670ccc6f.png
